horizon,outer_held_out_season,alpha,inner_rmse,inner_mae,inner_r_squared,selected_alpha
1,15-16,100000000.0,5854499.010119448,3910865.5826215227,0.9256818435159418,True
1,16-17,0.0001,6857678.098776947,5212446.291228761,0.8967274134240413,False
1,16-17,0.00017782794100389227,6852033.65611292,5208182.699734977,0.8968973474136247,False
1,16-17,0.00031622776601683794,6842189.868623575,5200689.057783021,0.8971933738558551,False
1,16-17,0.0005623413251903491,6825271.359138474,5187633.738102916,0.8977011599618441,False
1,16-17,0.001,6796906.976807935,5165228.32830287,0.8985496578312158,False
1,16-17,0.0017782794100389228,6751261.5945237465,5128296.070878019,0.8999076845172264,False
1,16-17,0.0031622776601683794,6682376.725017673,5069493.669350052,0.9019397998618647,False
1,16-17,0.005623413251903491,6587711.012844987,4984361.271613324,0.9046984546965662,False
1,16-17,0.01,6472836.7451357525,4873140.806873994,0.9079931481374723,False
1,16-17,0.01778279410038923,6353073.13760989,4739318.465360955,0.9113663623178516,False
1,16-17,0.03162277660168379,6248572.943303546,4592407.510752417,0.9142582088395147,False
1,16-17,0.05623413251903491,6174307.910243932,4488963.658367163,0.916284200076203,False
1,16-17,0.1,6130571.5252109375,4428629.541696047,0.9174660194653761,False
1,16-17,0.1778279410038923,6103328.476304225,4376576.286751555,0.9181979190491333,False
1,16-17,0.31622776601683794,6076824.092142751,4321732.886378526,0.9189068457107941,False
1,16-17,0.5623413251903491,6044773.206153994,4262129.136612591,0.9197600062400589,False
1,16-17,1.0,6009368.0473627625,4201281.849992963,0.9206972092758285,False
1,16-17,1.7782794100389228,5974853.527415161,4151150.9338772516,0.9216055369187262,False
1,16-17,3.1622776601683795,5944461.801124029,4114973.58614959,0.9224010320801658,False
1,16-17,5.623413251903491,5920239.006820089,4088370.608541228,0.9230321520120044,False
1,16-17,10.0,5902877.883789982,4067317.792175179,0.9234829071251707,False
1,16-17,17.78279410038923,5891579.144710622,4053234.091927765,0.9237755505669468,False
1,16-17,31.622776601683793,5884720.157253738,4046863.1478993655,0.9239529285480429,False
1,16-17,56.23413251903491,5880721.893729455,4045074.398932491,0.9240562309757269,False
1,16-17,100.0,5878437.519218717,4044795.4003087985,0.9241152204393647,False
1,16-17,177.82794100389228,5877143.985547714,4044625.440287297,0.9241486132303213,False
1,16-17,316.22776601683796,5876414.310623316,4044525.383890321,0.9241674466702565,False
1,16-17,562.341325190349,5876003.381284118,4044467.632938671,0.9241780520257782,False
1,16-17,1000.0,5875772.129985761,4044434.6747670504,0.9241840198844569,False
1,16-17,1778.2794100389228,5875642.038534984,4044419.090530551,0.9241873770267837,False
1,16-17,3162.2776601683795,5875568.867892059,4044412.005486647,0.9241892652370551,False
1,16-17,5623.413251903491,5875527.716455513,4044408.008808768,0.9241903271630698,False
1,16-17,10000.0,5875504.573884073,4044405.7573586274,0.9241909243612787,False
1,16-17,17782.794100389227,5875491.559415628,4044404.490023111,0.924191260200939,False
1,16-17,31622.776601683792,5875484.240702511,4044403.776951686,0.9241914490607365,False
1,16-17,56234.13251903491,5875480.125043638,4044403.375836771,0.9241915552654383,False
1,16-17,100000.0,5875477.810624672,4044403.150233619,0.9241916149890571,False
1,16-17,177827.94100389228,5875476.509126852,4044403.0233550984,0.9241916485742191,False
1,16-17,316227.7660168379,5875475.777239456,4044402.9520020974,0.924191667460576,False
